Date,Category,Quantity
2023-06-01,Jeans,3.0
2023-06-02,Jeans,0.0
2023-06-03,Jeans,1.0
2023-06-04,Jeans,1.0
2023-06-05,Jeans,1.0
2023-06-06,Jeans,0.0
2023-06-07,Jeans,0.0
2023-06-08,Jeans,3.0
2023-06-09,Jeans,1.0
2023-06-10,Jeans,0.0
2023-06-11,Jeans,0.0
2023-06-12,Jeans,2.0
2023-06-13,Jeans,0.0
2023-06-14,Jeans,1.0
2023-06-15,Jeans,1.0
2023-06-16,Jeans,1.0
2023-06-17,Jeans,0.0
2023-06-18,Jeans,3.0
2023-06-19,Jeans,2.0
2023-06-20,Jeans,0.0
2023-06-21,Jeans,0.0
2023-06-22,Jeans,1.0
2023-06-23,Jeans,0.0
2023-06-24,Jeans,0.0
2023-06-25,Jeans,0.0
2023-06-26,Jeans,1.0
2023-06-27,Jeans,4.0
2023-06-28,Jeans,0.0
2023-06-29,Jeans,1.0
2023-06-30,Jeans,1.0
2023-07-01,Jeans,0.0
2023-07-02,Jeans,0.0
2023-07-03,Jeans,0.0
2023-07-04,Jeans,0.0
2023-07-05,Jeans,0.0
2023-07-06,Jeans,0.0
2023-07-07,Jeans,0.0
2023-07-08,Jeans,1.0
2023-07-09,Jeans,1.0
2023-07-10,Jeans,1.0
2023-07-11,Jeans,1.0
2023-07-12,Jeans,0.0
2023-07-13,Jeans,1.0
2023-07-14,Jeans,2.0
2023-07-15,Jeans,0.0
2023-07-16,Jeans,1.0
2023-07-17,Jeans,2.0
2023-07-18,Jeans,2.0
2023-07-19,Jeans,0.0
2023-07-20,Jeans,0.0
2023-07-21,Jeans,0.0
2023-07-22,Jeans,0.0
2023-07-23,Jeans,3.0
2023-07-24,Jeans,2.0
2023-07-25,Jeans,1.0
2023-07-26,Jeans,1.0
2023-07-27,Jeans,0.0
2023-07-28,Jeans,0.0
2023-07-29,Jeans,1.0
2023-07-30,Jeans,0.0
2023-07-31,Jeans,1.0
2023-08-01,Jeans,1.0
2023-08-02,Jeans,0.0
2023-08-03,Jeans,1.0
2023-08-04,Jeans,1.0
2023-08-05,Jeans,0.0
2023-08-06,Jeans,0.0
2023-08-07,Jeans,0.0
2023-08-08,Jeans,0.0
2023-08-09,Jeans,0.0
2023-08-10,Jeans,1.0
2023-08-11,Jeans,0.0
2023-08-12,Jeans,0.0
2023-08-13,Jeans,1.0
2023-08-14,Jeans,0.0
2023-08-15,Jeans,0.0
2023-08-16,Jeans,0.0
2023-08-17,Jeans,1.0
2023-08-18,Jeans,0.0
2023-08-19,Jeans,1.0
2023-08-20,Jeans,3.0
2023-08-21,Jeans,0.0
2023-08-22,Jeans,2.0
2023-08-23,Jeans,0.0
2023-08-24,Jeans,1.0
2023-08-25,Jeans,2.0
2023-08-26,Jeans,0.0
2023-08-27,Jeans,2.0
2023-08-28,Jeans,0.0
2023-08-29,Jeans,1.0
2023-08-30,Jeans,1.0
2023-08-31,Jeans,0.0
2023-09-01,Jeans,0.0
2023-09-02,Jeans,0.0
2023-09-03,Jeans,0.0
2023-09-04,Jeans,2.0
2023-09-05,Jeans,0.0
2023-09-06,Jeans,1.0
2023-09-07,Jeans,3.0
2023-09-08,Jeans,2.0
2023-09-09,Jeans,0.0
2023-09-10,Jeans,2.0
2023-09-11,Jeans,1.0
2023-09-12,Jeans,0.0
2023-09-13,Jeans,1.0
2023-09-14,Jeans,1.0
2023-09-15,Jeans,1.0
2023-09-16,Jeans,1.0
2023-09-17,Jeans,0.0
2023-09-18,Jeans,2.0
2023-09-19,Jeans,0.0
2023-09-20,Jeans,1.0
2023-09-21,Jeans,0.0
2023-09-22,Jeans,2.0
2023-09-23,Jeans,0.0
2023-09-24,Jeans,1.0
2023-09-25,Jeans,0.0
2023-09-26,Jeans,1.0
2023-09-27,Jeans,1.0
2023-09-28,Jeans,0.0
2023-09-29,Jeans,2.0
2023-09-30,Jeans,0.0
2023-10-01,Jeans,0.0
2023-10-02,Jeans,2.0
2023-10-03,Jeans,1.0
2023-10-04,Jeans,0.0
2023-10-05,Jeans,0.0
2023-10-06,Jeans,4.0
2023-10-07,Jeans,0.0
2023-10-08,Jeans,2.0
2023-10-09,Jeans,0.0
2023-10-10,Jeans,0.0
2023-10-11,Jeans,0.0
2023-10-12,Jeans,1.0
2023-10-13,Jeans,0.0
2023-10-14,Jeans,0.0
2023-10-15,Jeans,2.0
2023-10-16,Jeans,0.0
2023-10-17,Jeans,2.0
2023-10-18,Jeans,0.0
2023-10-19,Jeans,2.0
2023-10-20,Jeans,0.0
2023-10-21,Jeans,2.0
2023-10-22,Jeans,0.0
2023-10-23,Jeans,2.0
2023-10-24,Jeans,1.0
2023-10-25,Jeans,0.0
2023-10-26,Jeans,1.0
2023-10-27,Jeans,2.0
2023-10-28,Jeans,0.0
2023-10-29,Jeans,1.0
2023-10-30,Jeans,1.0
2023-10-31,Jeans,0.0
2023-11-01,Jeans,0.0
2023-11-02,Jeans,2.0
2023-11-03,Jeans,1.0
2023-11-04,Jeans,1.0
2023-11-05,Jeans,0.0
2023-11-06,Jeans,1.0
2023-11-07,Jeans,0.0
2023-11-08,Jeans,2.0
2023-11-09,Jeans,0.0
2023-11-10,Jeans,2.0
2023-11-11,Jeans,0.0
2023-11-12,Jeans,1.0
2023-11-13,Jeans,0.0
2023-11-14,Jeans,0.0
2023-11-15,Jeans,1.0
2023-11-16,Jeans,0.0
2023-11-17,Jeans,2.0
2023-11-18,Jeans,0.0
2023-11-19,Jeans,1.0
2023-11-20,Jeans,0.0
2023-11-21,Jeans,0.0
2023-11-22,Jeans,4.0
2023-11-23,Jeans,0.0
2023-11-24,Jeans,0.0
2023-11-25,Jeans,1.0
2023-11-26,Jeans,0.0
2023-11-27,Jeans,3.0
2023-11-28,Jeans,1.0
2023-11-29,Jeans,1.0
2023-11-30,Jeans,1.0
2023-12-01,Jeans,0.0
2023-12-02,Jeans,0.0
2023-12-03,Jeans,0.0
2023-12-04,Jeans,1.0
2023-12-05,Jeans,0.0
2023-12-06,Jeans,0.0
2023-12-07,Jeans,0.0
2023-12-08,Jeans,2.0
2023-12-09,Jeans,0.0
2023-12-10,Jeans,1.0
2023-12-11,Jeans,0.0
2023-12-12,Jeans,4.0
2023-12-13,Jeans,0.0
2023-12-14,Jeans,2.0
2023-12-15,Jeans,1.0
2023-12-16,Jeans,2.0
2023-12-17,Jeans,1.0
2023-12-18,Jeans,1.0
2023-12-19,Jeans,0.0
2023-12-20,Jeans,1.0
2023-12-21,Jeans,0.0
2023-12-22,Jeans,0.0
2023-12-23,Jeans,1.0
2023-12-24,Jeans,2.0
2023-12-25,Jeans,0.0
2023-12-26,Jeans,1.0
2023-12-27,Jeans,2.0
2023-12-28,Jeans,0.0
2023-12-29,Jeans,1.0
2023-12-30,Jeans,0.0
2023-12-31,Jeans,1.0
2024-01-01,Jeans,1.0
2024-01-02,Jeans,1.0
2024-01-03,Jeans,1.0
2024-01-04,Jeans,0.0
2024-01-05,Jeans,2.0
2024-01-06,Jeans,0.0
2024-01-07,Jeans,0.0
2024-01-08,Jeans,1.0
2024-01-09,Jeans,0.0
2024-01-10,Jeans,1.0
2024-01-11,Jeans,0.0
2024-01-12,Jeans,1.0
2024-01-13,Jeans,0.0
2024-01-14,Jeans,0.0
2024-01-15,Jeans,0.0
2024-01-16,Jeans,2.0
2024-01-17,Jeans,1.0
2024-01-18,Jeans,1.0
2024-01-19,Jeans,2.0
2024-01-20,Jeans,1.0
2024-01-21,Jeans,1.0
2024-01-22,Jeans,0.0
2024-01-23,Jeans,0.0
2024-01-24,Jeans,2.0
2024-01-25,Jeans,0.0
2024-01-26,Jeans,0.0
2024-01-27,Jeans,0.0
2024-01-28,Jeans,0.0
2024-01-29,Jeans,1.0
2024-01-30,Jeans,0.0
2024-01-31,Jeans,0.0
2024-02-01,Jeans,0.0
2024-02-02,Jeans,0.0
2024-02-03,Jeans,2.0
2024-02-04,Jeans,0.0
2024-02-05,Jeans,0.0
2024-02-06,Jeans,2.0
2024-02-07,Jeans,0.0
2024-02-08,Jeans,2.0
2024-02-09,Jeans,1.0
2024-02-10,Jeans,2.0
2024-02-11,Jeans,0.0
2024-02-12,Jeans,0.0
2024-02-13,Jeans,0.0
2024-02-14,Jeans,1.0
2024-02-15,Jeans,0.0
2024-02-16,Jeans,0.0
2024-02-17,Jeans,0.0
2024-02-18,Jeans,1.0
2024-02-19,Jeans,0.0
2024-02-20,Jeans,0.0
2024-02-21,Jeans,0.0
2024-02-22,Jeans,0.0
2024-02-23,Jeans,1.0
2024-02-24,Jeans,2.0
2024-02-25,Jeans,0.0
2024-02-26,Jeans,2.0
2024-02-27,Jeans,0.0
2024-02-28,Jeans,0.0
2024-02-29,Jeans,0.0
2024-03-01,Jeans,0.0
2024-03-02,Jeans,0.0
2024-03-03,Jeans,0.0
2024-03-04,Jeans,0.0
2024-03-05,Jeans,2.0
2024-03-06,Jeans,2.0
2024-03-07,Jeans,2.0
2024-03-08,Jeans,0.0
2024-03-09,Jeans,3.0
2024-03-10,Jeans,0.0
2024-03-11,Jeans,0.0
2024-03-12,Jeans,0.0
2024-03-13,Jeans,2.0
2024-03-14,Jeans,0.0
2024-03-15,Jeans,0.0
2024-03-16,Jeans,0.0
2024-03-17,Jeans,1.0
2024-03-18,Jeans,0.0
2024-03-19,Jeans,0.0
2024-03-20,Jeans,0.0
2024-03-21,Jeans,0.0
2024-03-22,Jeans,0.0
2024-03-23,Jeans,0.0
2024-03-24,Jeans,6.0
2024-03-25,Jeans,0.0
2024-03-26,Jeans,2.0
2021-03-28,Shorts,2.0
2021-03-29,Shorts,0.0
2021-03-30,Shorts,1.0
2021-03-31,Shorts,0.0
2021-04-01,Shorts,0.0
2021-04-02,Shorts,1.0
2021-04-03,Shorts,0.0
2021-04-04,Shorts,0.0
2021-04-05,Shorts,0.0
2021-04-06,Shorts,0.0
2021-04-07,Shorts,0.0
2021-04-08,Shorts,0.0
2021-04-09,Shorts,0.0
2021-04-10,Shorts,0.0
2021-04-11,Shorts,1.0
2021-04-12,Shorts,0.0
2021-04-13,Shorts,2.0
2021-04-14,Shorts,0.0
2021-04-15,Shorts,1.0
2021-04-16,Shorts,0.0
2021-04-17,Shorts,4.0
2021-04-18,Shorts,2.0
2021-04-19,Shorts,1.0
2021-04-20,Shorts,0.0
2021-04-21,Shorts,2.0
2021-04-22,Shorts,1.0
2021-04-23,Shorts,1.0
2021-04-24,Shorts,1.0
2021-04-25,Shorts,1.0
2021-04-26,Shorts,0.0
2021-04-27,Shorts,2.0
2021-04-28,Shorts,0.0
2021-04-29,Shorts,0.0
2021-04-30,Shorts,0.0
2021-05-01,Shorts,0.0
2021-05-02,Shorts,0.0
2021-05-03,Shorts,0.0
2021-05-04,Shorts,0.0
2021-05-05,Shorts,2.0
2021-05-06,Shorts,1.0
2021-05-07,Shorts,0.0
2021-05-08,Shorts,0.0
2021-05-09,Shorts,1.0
2021-05-10,Shorts,0.0
2021-05-11,Shorts,0.0
2021-05-12,Shorts,2.0
2021-05-13,Shorts,0.0
2021-05-14,Shorts,1.0
2021-05-15,Shorts,1.0
2021-05-16,Shorts,0.0
2021-05-17,Shorts,1.0
2021-05-18,Shorts,0.0
2021-05-19,Shorts,1.0
2021-05-20,Shorts,0.0
2021-05-21,Shorts,0.0
2021-05-22,Shorts,1.0
2021-05-23,Shorts,2.0
2021-05-24,Shorts,1.0
2021-05-25,Shorts,1.0
2021-05-26,Shorts,0.0
2021-05-27,Shorts,2.0
2021-05-28,Shorts,0.0
2021-05-29,Shorts,0.0
2021-05-30,Shorts,1.0
2021-05-31,Shorts,2.0
2021-06-01,Shorts,2.0
2021-06-02,Shorts,0.0
2021-06-03,Shorts,0.0
2021-06-04,Shorts,1.0
2021-06-05,Shorts,1.0
2021-06-06,Shorts,1.0
2021-06-07,Shorts,1.0
2021-06-08,Shorts,2.0
2021-06-09,Shorts,0.0
2021-06-10,Shorts,1.0
2021-06-11,Shorts,1.0
2021-06-12,Shorts,1.0
2021-06-13,Shorts,1.0
2021-06-14,Shorts,1.0
2021-06-15,Shorts,0.0
2021-06-16,Shorts,0.0
2021-06-17,Shorts,0.0
2021-06-18,Shorts,2.0
2021-06-19,Shorts,0.0
2021-06-20,Shorts,3.0
2021-06-21,Shorts,0.0
2021-06-22,Shorts,0.0
2021-06-23,Shorts,0.0
2021-06-24,Shorts,0.0
2021-06-25,Shorts,2.0
2021-06-26,Shorts,0.0
2021-06-27,Shorts,2.0
2021-06-28,Shorts,0.0
2021-06-29,Shorts,0.0
2021-06-30,Shorts,0.0
2021-07-01,Shorts,1.0
2021-07-02,Shorts,0.0
2021-07-03,Shorts,0.0
2021-07-04,Shorts,1.0
2021-07-05,Shorts,3.0
2021-07-06,Shorts,1.0
2021-07-07,Shorts,0.0
2021-07-08,Shorts,0.0
2021-07-09,Shorts,1.0
2021-07-10,Shorts,0.0
2021-07-11,Shorts,1.0
2021-07-12,Shorts,0.0
2021-07-13,Shorts,1.0
2021-07-14,Shorts,1.0
2021-07-15,Shorts,0.0
2021-07-16,Shorts,1.0
2021-07-17,Shorts,2.0
2021-07-18,Shorts,1.0
2021-07-19,Shorts,0.0
2021-07-20,Shorts,1.0
2021-07-21,Shorts,0.0
2021-07-22,Shorts,2.0
2021-07-23,Shorts,2.0
2021-07-24,Shorts,0.0
2021-07-25,Shorts,0.0
2021-07-26,Shorts,0.0
2021-07-27,Shorts,1.0
2021-07-28,Shorts,1.0
2021-07-29,Shorts,0.0
2021-07-30,Shorts,0.0
2021-07-31,Shorts,0.0
2021-08-01,Shorts,1.0
2021-08-02,Shorts,2.0
2021-08-03,Shorts,0.0
2021-08-04,Shorts,0.0
2021-08-05,Shorts,0.0
2021-08-06,Shorts,0.0
2021-08-07,Shorts,0.0
2021-08-08,Shorts,2.0
2021-08-09,Shorts,0.0
2021-08-10,Shorts,0.0
2021-08-11,Shorts,1.0
2021-08-12,Shorts,0.0
2021-08-13,Shorts,0.0
2021-08-14,Shorts,2.0
2021-08-15,Shorts,2.0
2021-08-16,Shorts,0.0
2021-08-17,Shorts,0.0
2021-08-18,Shorts,2.0
2021-08-19,Shorts,0.0
2021-08-20,Shorts,2.0
2021-08-21,Shorts,0.0
2021-08-22,Shorts,2.0
2021-08-23,Shorts,1.0
2021-08-24,Shorts,0.0
2021-08-25,Shorts,0.0
2021-08-26,Shorts,0.0
2021-08-27,Shorts,1.0
2021-08-28,Shorts,1.0
2021-08-29,Shorts,2.0
2021-08-30,Shorts,0.0
2021-08-31,Shorts,0.0
2021-09-01,Shorts,0.0
2021-09-02,Shorts,1.0
2021-09-03,Shorts,0.0
2021-09-04,Shorts,1.0
2021-09-05,Shorts,2.0
2021-09-06,Shorts,0.0
2021-09-07,Shorts,1.0
2021-09-08,Shorts,0.0
2021-09-09,Shorts,0.0
2021-09-10,Shorts,0.0
2021-09-11,Shorts,0.0
2021-09-12,Shorts,0.0
2021-09-13,Shorts,1.0
2021-09-14,Shorts,2.0
2021-09-15,Shorts,2.0
2021-09-16,Shorts,0.0
2021-09-17,Shorts,0.0
2021-09-18,Shorts,0.0
2021-09-19,Shorts,0.0
2021-09-20,Shorts,0.0
2021-09-21,Shorts,0.0
2021-09-22,Shorts,1.0
2021-09-23,Shorts,1.0
2021-09-24,Shorts,0.0
2021-09-25,Shorts,0.0
2021-09-26,Shorts,0.0
2021-09-27,Shorts,0.0
2021-09-28,Shorts,0.0
2021-09-29,Shorts,0.0
2021-09-30,Shorts,2.0
2021-10-01,Shorts,1.0
2021-10-02,Shorts,2.0
2021-10-03,Shorts,1.0
2021-10-04,Shorts,0.0
2021-10-05,Shorts,2.0
2021-10-06,Shorts,0.0
2021-10-07,Shorts,1.0
2021-10-08,Shorts,1.0
2021-10-09,Shorts,1.0
2021-10-10,Shorts,1.0
2021-10-11,Shorts,0.0
2021-10-12,Shorts,1.0
2021-10-13,Shorts,0.0
2021-10-14,Shorts,1.0
2021-10-15,Shorts,0.0
2021-10-16,Shorts,0.0
2021-10-17,Shorts,4.0
2021-10-18,Shorts,0.0
2021-10-19,Shorts,0.0
2021-10-20,Shorts,1.0
2021-10-21,Shorts,1.0
2021-10-22,Shorts,1.0
2021-10-23,Shorts,1.0
2021-10-24,Shorts,3.0
2021-10-25,Shorts,4.0
2021-10-26,Shorts,2.0
2021-10-27,Shorts,2.0
2021-10-28,Shorts,2.0
2021-10-29,Shorts,2.0
2021-10-30,Shorts,0.0
2021-10-31,Shorts,0.0
2021-11-01,Shorts,1.0
2021-11-02,Shorts,1.0
2021-11-03,Shorts,2.0
2021-11-04,Shorts,1.0
2021-11-05,Shorts,1.0
2021-11-06,Shorts,2.0
2021-11-07,Shorts,1.0
2021-11-08,Shorts,1.0
2021-11-09,Shorts,2.0
2021-11-10,Shorts,2.0
2021-11-11,Shorts,0.0
2021-11-12,Shorts,2.0
2021-11-13,Shorts,0.0
2021-11-14,Shorts,1.0
2021-11-15,Shorts,2.0
2021-11-16,Shorts,1.0
2021-11-17,Shorts,0.0
2021-11-18,Shorts,2.0
2021-11-19,Shorts,0.0
2021-11-20,Shorts,0.0
2021-11-21,Shorts,1.0
2021-11-22,Shorts,1.0
2021-11-23,Shorts,0.0
2021-11-24,Shorts,1.0
2021-11-25,Shorts,1.0
2021-11-26,Shorts,0.0
2021-11-27,Shorts,0.0
2021-11-28,Shorts,0.0
2021-11-29,Shorts,0.0
2021-11-30,Shorts,0.0
2021-12-01,Shorts,0.0
2021-12-02,Shorts,1.0
2021-12-03,Shorts,1.0
2021-12-04,Shorts,0.0
2021-12-05,Shorts,1.0
2021-12-06,Shorts,2.0
2021-12-07,Shorts,1.0
2021-12-08,Shorts,0.0
2021-12-09,Shorts,0.0
2021-12-10,Shorts,1.0
2021-12-11,Shorts,1.0
2021-12-12,Shorts,1.0
2021-12-13,Shorts,0.0
2021-12-14,Shorts,0.0
2021-12-15,Shorts,0.0
2021-12-16,Shorts,0.0
2021-12-17,Shorts,1.0
2021-12-18,Shorts,1.0
2021-12-19,Shorts,1.0
2021-12-20,Shorts,1.0
2021-12-21,Shorts,0.0
2021-12-22,Shorts,6.0
2021-12-23,Shorts,0.0
2021-12-24,Shorts,1.0
2021-12-25,Shorts,1.0
2021-12-26,Shorts,0.0
2021-12-27,Shorts,2.0
2021-12-28,Shorts,2.0
2021-12-29,Shorts,2.0
2021-12-30,Shorts,1.0
2021-12-31,Shorts,0.0
2022-01-01,Shorts,0.0
2022-01-02,Shorts,1.0
2022-01-03,Shorts,0.0
2022-01-04,Shorts,1.0
2022-01-05,Shorts,0.0
2022-01-06,Shorts,0.0
2022-01-07,Shorts,1.0
2022-01-08,Shorts,0.0
2022-01-09,Shorts,0.0
2022-01-10,Shorts,1.0
2022-01-11,Shorts,1.0
2022-01-12,Shorts,1.0
2022-01-13,Shorts,2.0
2022-01-14,Shorts,0.0
2022-01-15,Shorts,0.0
2022-01-16,Shorts,1.0
2022-01-17,Shorts,1.0
2022-01-18,Shorts,0.0
2022-01-19,Shorts,1.0
2022-01-20,Shorts,0.0
2022-01-21,Shorts,0.0
2022-01-22,Shorts,0.0
2022-01-23,Shorts,0.0
2022-01-24,Shorts,0.0
2022-01-25,Shorts,0.0
2022-01-26,Shorts,0.0
2022-01-27,Shorts,0.0
2022-01-28,Shorts,0.0
2022-01-29,Shorts,1.0
2022-01-30,Shorts,2.0
2022-01-31,Shorts,0.0
2022-02-01,Shorts,1.0
2022-02-02,Shorts,0.0
2022-02-03,Shorts,1.0
2022-02-04,Shorts,2.0
2022-02-05,Shorts,1.0
2022-02-06,Shorts,0.0
2022-02-07,Shorts,0.0
2022-02-08,Shorts,0.0
2022-02-09,Shorts,1.0
2022-02-10,Shorts,1.0
2022-02-11,Shorts,1.0
2022-02-12,Shorts,0.0
2022-02-13,Shorts,3.0
2022-02-14,Shorts,0.0
2022-02-15,Shorts,2.0
2022-02-16,Shorts,1.0
2022-02-17,Shorts,0.0
2022-02-18,Shorts,1.0
2022-02-19,Shorts,2.0
2022-02-20,Shorts,1.0
2022-02-21,Shorts,0.0
2022-02-22,Shorts,3.0
2022-02-23,Shorts,2.0
2022-02-24,Shorts,1.0
2022-02-25,Shorts,2.0
2022-02-26,Shorts,2.0
2022-02-27,Shorts,1.0
2022-02-28,Shorts,1.0
2022-03-01,Shorts,1.0
2022-03-02,Shorts,2.0
2022-03-03,Shorts,0.0
2022-03-04,Shorts,0.0
2022-03-05,Shorts,1.0
2022-03-06,Shorts,1.0
2022-03-07,Shorts,1.0
2022-03-08,Shorts,0.0
2022-03-09,Shorts,0.0
2022-03-10,Shorts,1.0
2022-03-11,Shorts,0.0
2022-03-12,Shorts,2.0
2022-03-13,Shorts,1.0
2022-03-14,Shorts,0.0
2022-03-15,Shorts,0.0
2022-03-16,Shorts,0.0
2022-03-17,Shorts,2.0
2022-03-18,Shorts,1.0
2022-03-19,Shorts,0.0
2022-03-20,Shorts,0.0
2022-03-21,Shorts,1.0
2022-03-22,Shorts,1.0
2022-03-23,Shorts,0.0
2022-03-24,Shorts,0.0
2022-03-25,Shorts,2.0
2022-03-26,Shorts,0.0
2022-03-27,Shorts,0.0
2022-03-28,Shorts,1.0
2022-03-29,Shorts,3.0
2022-03-30,Shorts,0.0
2022-03-31,Shorts,3.0
2022-04-01,Shorts,1.0
2022-04-02,Shorts,2.0
2022-04-03,Shorts,1.0
2022-04-04,Shorts,1.0
2022-04-05,Shorts,0.0
2022-04-06,Shorts,2.0
2022-04-07,Shorts,2.0
2022-04-08,Shorts,0.0
2022-04-09,Shorts,0.0
2022-04-10,Shorts,1.0
2022-04-11,Shorts,1.0
2022-04-12,Shorts,1.0
2022-04-13,Shorts,0.0
2022-04-14,Shorts,1.0
2022-04-15,Shorts,1.0
2022-04-16,Shorts,0.0
2022-04-17,Shorts,1.0
2022-04-18,Shorts,3.0
2022-04-19,Shorts,0.0
2022-04-20,Shorts,0.0
2022-04-21,Shorts,2.0
2022-04-22,Shorts,1.0
2022-04-23,Shorts,1.0
2022-04-24,Shorts,0.0
2022-04-25,Shorts,1.0
2022-04-26,Shorts,2.0
2022-04-27,Shorts,1.0
2022-04-28,Shorts,0.0
2022-04-29,Shorts,2.0
2022-04-30,Shorts,2.0
2022-05-01,Shorts,0.0
2022-05-02,Shorts,0.0
2022-05-03,Shorts,1.0
2022-05-04,Shorts,1.0
2022-05-05,Shorts,1.0
2022-05-06,Shorts,0.0
2022-05-07,Shorts,1.0
2022-05-08,Shorts,1.0
2022-05-09,Shorts,0.0
2022-05-10,Shorts,1.0
2022-05-11,Shorts,1.0
2022-05-12,Shorts,1.0
2022-05-13,Shorts,0.0
2022-05-14,Shorts,2.0
2022-05-15,Shorts,0.0
2022-05-16,Shorts,1.0
2022-05-17,Shorts,0.0
2022-05-18,Shorts,0.0
2022-05-19,Shorts,0.0
2022-05-20,Shorts,0.0
2022-05-21,Shorts,1.0
2022-05-22,Shorts,1.0
2022-05-23,Shorts,0.0
2022-05-24,Shorts,0.0
2022-05-25,Shorts,2.0
2022-05-26,Shorts,3.0
2022-05-27,Shorts,1.0
2022-05-28,Shorts,2.0
2022-05-29,Shorts,2.0
2022-05-30,Shorts,1.0
2022-05-31,Shorts,1.0
2022-06-01,Shorts,0.0
2022-06-02,Shorts,0.0
2022-06-03,Shorts,1.0
2022-06-04,Shorts,3.0
2022-06-05,Shorts,1.0
2022-06-06,Shorts,3.0
2022-06-07,Shorts,1.0
2022-06-08,Shorts,0.0
2022-06-09,Shorts,5.0
2022-06-10,Shorts,0.0
2022-06-11,Shorts,1.0
2022-06-12,Shorts,0.0
2022-06-13,Shorts,1.0
2022-06-14,Shorts,2.0
2022-06-15,Shorts,0.0
2022-06-16,Shorts,1.0
2022-06-17,Shorts,0.0
2022-06-18,Shorts,0.0
2022-06-19,Shorts,0.0
2022-06-20,Shorts,0.0
2022-06-21,Shorts,0.0
2022-06-22,Shorts,1.0
2022-06-23,Shorts,1.0
2022-06-24,Shorts,2.0
2022-06-25,Shorts,1.0
2022-06-26,Shorts,1.0
2022-06-27,Shorts,0.0
2022-06-28,Shorts,0.0
2022-06-29,Shorts,2.0
2022-06-30,Shorts,0.0
2022-07-01,Shorts,0.0
2022-07-02,Shorts,1.0
2022-07-03,Shorts,0.0
2022-07-04,Shorts,1.0
2022-07-05,Shorts,1.0
2022-07-06,Shorts,0.0
2022-07-07,Shorts,0.0
2022-07-08,Shorts,2.0
2022-07-09,Shorts,0.0
2022-07-10,Shorts,0.0
2022-07-11,Shorts,0.0
2022-07-12,Shorts,3.0
2022-07-13,Shorts,0.0
2022-07-14,Shorts,1.0
2022-07-15,Shorts,0.0
2022-07-16,Shorts,1.0
2022-07-17,Shorts,2.0
2022-07-18,Shorts,2.0
2022-07-19,Shorts,3.0
2022-07-20,Shorts,0.0
2022-07-21,Shorts,0.0
2022-07-22,Shorts,0.0
2022-07-23,Shorts,0.0
2022-07-24,Shorts,0.0
2022-07-25,Shorts,2.0
2022-07-26,Shorts,0.0
2022-07-27,Shorts,1.0
2022-07-28,Shorts,0.0
2022-07-29,Shorts,0.0
2022-07-30,Shorts,0.0
2022-07-31,Shorts,0.0
2022-08-01,Shorts,2.0
2022-08-02,Shorts,0.0
2022-08-03,Shorts,0.0
2022-08-04,Shorts,0.0
2022-08-05,Shorts,1.0
2022-08-06,Shorts,0.0
2022-08-07,Shorts,0.0
2022-08-08,Shorts,1.0
2022-08-09,Shorts,2.0
2022-08-10,Shorts,0.0
2022-08-11,Shorts,0.0
2022-08-12,Shorts,1.0
2022-08-13,Shorts,1.0
2022-08-14,Shorts,0.0
2022-08-15,Shorts,4.0
2022-08-16,Shorts,0.0
2022-08-17,Shorts,4.0
2022-08-18,Shorts,1.0
2022-08-19,Shorts,1.0
2022-08-20,Shorts,2.0
2022-08-21,Shorts,0.0
2022-08-22,Shorts,1.0
2022-08-23,Shorts,1.0
2022-08-24,Shorts,0.0
2022-08-25,Shorts,1.0
2022-08-26,Shorts,0.0
2022-08-27,Shorts,1.0
2022-08-28,Shorts,0.0
2022-08-29,Shorts,0.0
2022-08-30,Shorts,1.0
2022-08-31,Shorts,0.0
2022-09-01,Shorts,0.0
2022-09-02,Shorts,1.0
2022-09-03,Shorts,1.0
2022-09-04,Shorts,0.0
2022-09-05,Shorts,0.0
2022-09-06,Shorts,1.0
2022-09-07,Shorts,1.0
2022-09-08,Shorts,3.0
2022-09-09,Shorts,0.0
2022-09-10,Shorts,2.0
2022-09-11,Shorts,1.0
2022-09-12,Shorts,1.0
2022-09-13,Shorts,0.0
2022-09-14,Shorts,1.0
2022-09-15,Shorts,0.0
2022-09-16,Shorts,0.0
2022-09-17,Shorts,1.0
2022-09-18,Shorts,0.0
2022-09-19,Shorts,1.0
2022-09-20,Shorts,1.0
2022-09-21,Shorts,1.0
2022-09-22,Shorts,1.0
2022-09-23,Shorts,0.0
2022-09-24,Shorts,1.0
2022-09-25,Shorts,1.0
2022-09-26,Shorts,1.0
2022-09-27,Shorts,1.0
2022-09-28,Shorts,0.0
2022-09-29,Shorts,0.0
2022-09-30,Shorts,0.0
2022-10-01,Shorts,0.0
2022-10-02,Shorts,0.0
2022-10-03,Shorts,0.0
2022-10-04,Shorts,0.0
2022-10-05,Shorts,0.0
2022-10-06,Shorts,1.0
2022-10-07,Shorts,3.0
2022-10-08,Shorts,0.0
2022-10-09,Shorts,0.0
2022-10-10,Shorts,0.0
2022-10-11,Shorts,0.0
2022-10-12,Shorts,1.0
2022-10-13,Shorts,2.0
2022-10-14,Shorts,1.0
2022-10-15,Shorts,0.0
2022-10-16,Shorts,1.0
2022-10-17,Shorts,1.0
2022-10-18,Shorts,0.0
2022-10-19,Shorts,0.0
2022-10-20,Shorts,0.0
2022-10-21,Shorts,0.0
2022-10-22,Shorts,2.0
